PageId,Class,OutLinkNum0,OutLinkProp0,OutLinkNum1,OutLinkProp1,OutLinkNum2,OutLinkProp2,InLinkNum0,InLinkProp0,InLinkNum1,InLinkProp1,InLinkNum2,InLinkProp2
24081770,Actor,10,0.526315789474,253,0.167771883289,7242,0.0364172139474,32,0.727272727273,1041,0.645781637717,6383,0.386825040907
546678,Actor,3,0.1875,146,0.0956123117223,4634,0.0308700778747,3,0.272727272727,118,0.289215686275,4420,0.171630489652
14809641,Actor,4,0.333333333333,271,0.207186544343,7500,0.0519433747957,2,0.666666666667,72,0.727272727273,526,0.387619749447
25730141,Actor,0,0,0,0,0,0,0,0.0,0,0,0,0
524501,Actor,23,0.34328358209,769,0.175650982184,7865,0.0221672308295,33,0.492537313433,1446,0.344860481755,13299,0.0528600217021
12015290,Actor,5,0.25,164,0.137583892617,5562,0.0568165566838,2,0.222222222222,55,0.350318471338,1458,0.213345039508
11252689,Actor,3,0.272727272727,57,0.122580645161,1475,0.0541324133881,1,0.2,11,0.129411764706,229,0.0757275132275
17458495,Actor,6,0.545454545455,136,0.143157894737,2634,0.0190330296045,2,0.285714285714,37,0.15611814346,1454,0.0944094539316
647196,Actor,55,0.797101449275,2771,0.528010670732,5050,0.0226450290798,51,0.708333333333,2541,0.571782178218,4663,0.0596337314883
19636775,Actor,8,0.173913043478,227,0.087984496124,4635,0.0174608496483,5,0.227272727273,115,0.380794701987,1659,0.198397512557
6022079,Actor,1,0.1,70,0.0581395348837,4137,0.0220239457839,8,0.137931034483,487,0.0632385404493,11431,0.00572104941794
1804034,Actor,2,0.4,73,0.156652360515,2060,0.0779594308205,0,0.0,14,0.0875,898,0.0809884559885
1123549,Actor,14,0.583333333333,629,0.336723768737,8761,0.0808068696446,7,0.466666666667,309,0.382425742574,9875,0.162305644127
614988,Actor,4,0.0816326530612,179,0.0265028131478,4054,0.00424913738528,12,0.2,696,0.0503690838037,12219,0.00517578786852
2382632,Actor,1,0.2,27,0.133004926108,856,0.0561753510959,1,0.2,118,0.243801652893,2060,0.0363251631106
27561614,Actor,0,0,0,0,0,0,2,0.222222222222,2,0.0350877192982,39,0.0605590062112
766409,Actor,16,0.183908045977,405,0.0414364640884,6812,0.00594710637306,13,0.0977443609023,855,0.0615816767502,14080,0.00461235271919
5526051,Actor,0,0.0,54,0.613636363636,1267,0.2534,8,0.615384615385,36,0.276923076923,1308,0.229715489989
11228012,Actor,5,0.3125,77,0.0324894514768,1417,0.00392886453874,1,0.0769230769231,16,0.0353982300885,446,0.00551263827946
5558956,Actor,5,0.178571428571,115,0.0361521534109,3344,0.0103121077837,2,0.181818181818,15,0.020979020979,496,0.00588284131747
1128592,Actor,12,0.413793103448,426,0.204120747484,8419,0.0615293541574,4,0.333333333333,136,0.576271186441,3172,0.385231965023
3026569,Actor,18,0.545454545455,797,0.241441987277,10086,0.045784893618,19,0.387755102041,1151,0.367496807152,14925,0.106051885485
9811503,Actor,2,0.0689655172414,80,0.0204185809086,3925,0.011334594337,3,0.0909090909091,40,0.0282087447109,2276,0.0230282794557
4157679,Actor,14,0.608695652174,762,0.404673393521,10552,0.100117651524,12,0.5,334,0.642307692308,6041,0.455271685884
31806890,Actor,0,0,0,0,0,0,3,0.375,19,0.0994764397906,2753,0.185875362906
24373456,Actor,13,0.590909090909,256,0.243346007605,3972,0.0422710583728,3,0.375,45,0.505617977528,708,0.346210268949
10120241,Actor,7,0.233333333333,250,0.173130193906,6340,0.0664716551862,2,0.5,3,0.111111111111,74,0.110283159463
